frame_index,mode,stamp_sec,stamp_nanosec,frame_id,visualization_path,tx,ty,tz,qx,qy,qz,qw,rot_x_deg,rot_y_deg,rot_z_deg,delta_rot_x_deg,delta_rot_y_deg,delta_rot_z_deg,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
0,register,1784531420,730721435,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000000.png,0.01240595,-0.04353735,0.47992569,0.69153279,-0.09410664,-0.10233320,0.70884013,88.51853180,0.46527126,-15.97634411,0.00000000,0.00000000,0.00000000,0.96134371,0.01492012,-0.27494663,0.01240595,-0.27523136,0.02262058,-0.96111184,-0.04353735,-0.00812043,0.99963260,0.02585267,0.47992569,-0.00000000,0.00000000,0.00000000,1.00000000
1,track,1784531423,163730662,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000001.png,0.01595611,-0.04585968,0.47768313,0.69208217,-0.09104639,-0.10974848,0.70759320,88.54037476,1.32149100,-16.34452629,0.03019297,-0.34582505,-0.86547440,0.95933157,0.02929141,-0.28075752,0.01595611,-0.28133765,0.01795511,-0.95944089,-0.04585968,-0.02306232,0.99940938,0.02546571,0.47768313,-0.00000000,0.00000000,0.00000000,1.00000000
2,track,1784531423,180324208,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000002.png,0.01614733,-0.04579194,0.47783062,0.69115937,-0.08709445,-0.10777678,0.70929360,88.31319427,1.45723343,-15.86498737,-0.23933218,0.48268718,-0.12353670,0.96159738,0.03249848,-0.27253291,0.01614733,-0.27328303,0.02136579,-0.96169645,-0.04579194,-0.02543078,0.99924314,0.02942663,0.47783062,-0.00000000,0.00000000,0.00000000,1.00000000
3,track,1784531423,280259989,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000003.png,0.01609391,-0.04568071,0.47792640,0.69242132,-0.08888051,-0.10633825,0.70805734,88.54959106,1.22603834,-15.88666153,0.23685658,-0.02846816,0.23045790,0.96158481,0.02750162,-0.27312672,0.01609391,-0.27367264,0.01848967,-0.96164519,-0.04568071,-0.02139677,0.99945045,0.02530589,0.47792640,-0.00000000,0.00000000,0.00000000,1.00000000
4,track,1784531423,380315732,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000004.png,0.01599106,-0.04553860,0.47783032,0.69324046,-0.08930948,-0.10675040,0.70713919,88.68848419,1.24335682,-15.95399189,0.14036062,-0.06685541,-0.01901718,0.96125627,0.02714887,-0.27431583,0.01599106,-0.27480066,0.01604382,-0.96136731,-0.04553860,-0.02169897,0.99950236,0.02288284,0.47783032,-0.00000000,0.00000000,0.00000000,1.00000000
5,track,1784531423,497112343,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000005.png,0.01613509,-0.04574552,0.47760555,0.69347638,-0.08855895,-0.10644346,0.70704848,88.71067810,1.28359854,-15.86770630,0.02026274,0.08716361,-0.03825808,0.96165413,0.02769426,-0.27286300,0.01613509,-0.27334845,0.01552026,-0.96178973,-0.04574552,-0.02240114,0.99949563,0.02249537,0.47760555,-0.00000000,0.00000000,0.00000000,1.00000000
6,track,1784531423,680433888,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000006.png,0.01617002,-0.04609655,0.47809067,0.69525492,-0.08790921,-0.10635284,0.70539469,88.98065186,1.36739874,-15.80460358,0.26847270,0.06495430,-0.08235947,0.96192205,0.02780283,-0.27190602,0.01617002,-0.27227998,0.01061908,-0.96215928,-0.04609655,-0.02386334,0.99955666,0.01778493,0.47809067,-0.00000000,0.00000000,0.00000000,1.00000000
7,track,1784531423,747003389,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000007.png,0.01650565,-0.04570472,0.47776198,0.69217706,-0.08819117,-0.10680887,0.70831138,88.49678802,1.31377733,-15.87071133,-0.48235041,-0.06702737,0.05243820,0.96162826,0.02922005,-0.27279493,0.01650565,-0.27339563,0.01896517,-0.96171451,-0.04570472,-0.02292773,0.99939269,0.02622613,0.47776198,-0.00000000,0.00000000,0.00000000,1.00000000
8,track,1784531423,797146428,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000008.png,0.01573939,-0.04598600,0.47823188,0.69401294,-0.08971508,-0.10639524,0.70638329,88.81969452,1.19945502,-15.95597649,0.32468891,-0.08821192,0.11204702,0.96126240,0.02578476,-0.27442575,0.01573939,-0.27483842,0.01405199,-0.96138757,-0.04598600,-0.02093291,0.99956834,0.02059435,0.47823188,-0.00000000,0.00000000,0.00000000,1.00000000
9,track,1784531423,813892856,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000009.png,0.01545588,-0.04511859,0.47648120,0.69242769,-0.09241879,-0.10508539,0.70778507,88.62432861,0.84243888,-16.06765938,-0.19373736,-0.11900063,0.35463983,0.96083152,0.02076904,-0.27635327,0.01545588,-0.27674234,0.01900166,-0.96075606,-0.04511859,-0.01470280,0.99960327,0.02400516,0.47648120,-0.00000000,0.00000000,0.00000000,1.00000000
10,track,1784531423,863815922,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000010.png,0.01512063,-0.04564544,0.47749722,0.69416672,-0.08987186,-0.10550603,0.70634556,88.84742737,1.11827946,-15.89478397,0.21972878,0.17941590,-0.27161580,0.96158296,0.02427529,-0.27343869,0.01512063,-0.27381948,0.01400168,-0.96167892,-0.04564544,-0.01951642,0.99960679,0.02011093,0.47749722,-0.00000000,0.00000000,0.00000000,1.00000000
11,track,1784531423,930398711,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000011.png,0.01528498,-0.04569763,0.47774693,0.69224280,-0.08893989,-0.10729894,0.70807946,88.52243042,1.29504204,-15.97146702,-0.32327095,-0.07308772,-0.17826842,0.96115315,0.02881632,-0.27450678,0.01528498,-0.27508828,0.01857346,-0.96123928,-0.04569763,-0.02260082,0.99941170,0.02577907,0.47774693,-0.00000000,0.00000000,0.00000000,1.00000000
12,track,1784531423,980336878,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000012.png,0.01485472,-0.04567353,0.47731155,0.69114631,-0.09137833,-0.10708773,0.70887160,88.39906311,1.05863535,-16.15172577,-0.12003133,-0.18626398,0.23167725,0.96036440,0.02551126,-0.27757755,0.01485472,-0.27813444,0.02169752,-0.96029681,-0.04567353,-0.01847562,0.99943864,0.02793321,0.47731155,-0.00000000,0.00000000,0.00000000,1.00000000
13,track,1784531424,47367213,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000013.png,0.01488859,-0.04556507,0.47717658,0.69082928,-0.08993313,-0.10697266,0.70938259,88.31873322,1.15778184,-16.02652550,-0.08285228,0.12790138,-0.09561153,0.96093768,0.02751215,-0.27539369,0.01488859,-0.27602595,0.02262297,-0.96088362,-0.04556507,-0.02020573,0.99936509,0.02933344,0.47717658,-0.00000000,0.00000000,0.00000000,1.00000000
14,track,1784531424,97193962,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000014.png,0.01557987,-0.04544206,0.47715002,0.69081241,-0.08982752,-0.10638593,0.70950067,88.31388855,1.11848748,-15.96928978,-0.00595743,0.05605016,0.04095811,0.96122605,0.02685383,-0.27445075,0.01557987,-0.27506965,0.02292031,-0.96115083,-0.04544206,-0.01952005,0.99937624,0.02941838,0.47715002,-0.00000000,0.00000000,0.00000000,1.00000000
15,track,1784531424,163789572,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000015.png,0.01557479,-0.04542889,0.47743258,0.69141686,-0.09032191,-0.10557467,0.70897013,88.41994476,1.02686179,-15.94072723,0.10554373,0.02585104,0.09242875,0.96139181,0.02479843,-0.27406326,0.01557479,-0.27459866,0.02159332,-0.96131617,-0.04542889,-0.01792116,0.99945891,0.02756936,0.47743258,-0.00000000,0.00000000,0.00000000,1.00000000
16,track,1784531424,230318895,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000016.png,0.01573556,-0.04561830,0.47705749,0.69259161,-0.09120449,-0.10588040,0.70766371,88.62471771,1.00728548,-16.03550720,0.20645374,-0.09526006,0.01695715,0.96094209,0.02352053,-0.27574795,0.01573556,-0.27619028,0.01821228,-0.96093017,-0.04561830,-0.01757954,0.99955720,0.02399721,0.47705749,-0.00000000,0.00000000,0.00000000,1.00000000
17,track,1784531424,280340811,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000017.png,0.01599976,-0.04596356,0.47723454,0.69443738,-0.09069534,-0.10512903,0.70603037,88.90759277,1.02815807,-15.92966747,0.28098056,0.10629757,-0.01832554,0.96144438,0.02248413,-0.27407837,0.01599976,-0.27441296,0.01340890,-0.96151823,-0.04596356,-0.01794378,0.99965703,0.01906197,0.47723454,-0.00000000,0.00000000,0.00000000,1.00000000
18,track,1784531424,347038977,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000018.png,0.01628143,-0.04602475,0.47741652,0.69472724,-0.08938880,-0.10389861,0.70609397,88.92677307,1.03875136,-15.72202873,0.01543388,0.20777543,-0.00663771,0.96242929,0.02252269,-0.27059615,0.01628143,-0.27092597,0.01311793,-0.96251053,-0.04602475,-0.01812864,0.99965996,0.01872718,0.47741652,-0.00000000,0.00000000,0.00000000,1.00000000
19,track,1784531424,413666394,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000019.png,0.01628377,-0.04558889,0.47740525,0.69307876,-0.08919306,-0.10518581,0.70754677,88.66046143,1.12236130,-15.81520557,-0.26447958,-0.09157501,-0.08533933,0.96196091,0.02521215,-0.27202061,0.01628377,-0.27248326,0.01715531,-0.96200734,-0.04558889,-0.01958764,0.99953455,0.02337275,0.47740525,-0.00000000,0.00000000,0.00000000,1.00000000
20,track,1784531424,480408469,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000020.png,0.01634690,-0.04566887,0.47752017,0.69370687,-0.08828885,-0.10374226,0.70725769,88.74193573,1.09141040,-15.62184143,0.07780328,0.19256093,0.03545840,0.96288508,0.02425190,-0.26881933,0.01634690,-0.26923805,0.01601644,-0.96294022,-0.04566887,-0.01904755,0.99957716,0.02195165,0.47752017,-0.00000000,0.00000000,0.00000000,1.00000000
21,track,1784531424,546984999,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000021.png,0.01646154,-0.04617752,0.47747305,0.69531095,-0.08900753,-0.10463730,0.70545822,89.01194763,1.14191055,-15.75141525,0.27260172,-0.12840253,-0.05333188,0.96225715,0.02385869,-0.27109313,0.01646154,-0.27141023,0.01118717,-0.96239853,-0.04617752,-0.01992877,0.99965233,0.01724054,0.47747305,-0.00000000,0.00000000,0.00000000,1.00000000
22,track,1784531424,597176121,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000022.png,0.01706760,-0.04583219,0.47725669,0.69345927,-0.08624103,-0.10890438,0.70697707,88.66126251,1.66758323,-15.88520813,-0.34681627,-0.12464829,-0.52790296,0.96140444,0.03437652,-0.27298233,0.01706760,-0.27359495,0.01450784,-0.96173531,-0.04583219,-0.02910070,0.99930322,0.02335328,0.47725669,-0.00000000,0.00000000,0.00000000,1.00000000
23,track,1784531424,663626178,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000023.png,0.01624931,-0.04601940,0.47748962,0.69385159,-0.09015034,-0.10472634,0.70673567,88.80306244,1.02589011,-15.85318851,0.14114214,0.01702227,0.64226824,0.96181035,0.02292577,-0.27275395,0.01624931,-0.27312949,0.01520450,-0.96185684,-0.04601940,-0.01790420,0.99962115,0.02088570,0.47748962,-0.00000000,0.00000000,0.00000000,1.00000000
24,track,1784531424,713703385,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000024.png,0.01621351,-0.04598330,0.47740355,0.69489175,-0.08990443,-0.10361579,0.70590818,88.96358490,0.97837049,-15.74007511,0.15860121,0.11208229,0.04987161,0.96236163,0.02133875,-0.27093199,0.01621351,-0.27123410,0.01277831,-0.96242839,-0.04598330,-0.01707495,0.99969029,0.01808528,0.47740355,-0.00000000,0.00000000,0.00000000,1.00000000
25,track,1784531424,780333245,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000025.png,0.01604873,-0.04586383,0.47756237,0.69451612,-0.09033421,-0.10300842,0.70631176,88.91267395,0.88661933,-15.72507477,-0.05113808,0.01333278,0.09200839,0.96245772,0.02003497,-0.27069023,0.01604873,-0.27098921,0.01407301,-0.96247941,-0.04586383,-0.01547380,0.99969995,0.01897406,0.47756237,-0.00000000,0.00000000,0.00000000,1.00000000
26,track,1784531424,830401134,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000026.png,0.01631235,-0.04589123,0.47763726,0.69472814,-0.08863889,-0.10419442,0.70614409,88.91156769,1.12249231,-15.68594646,-0.00187713,0.04358722,-0.23508765,0.96257305,0.02399268,-0.26995721,0.01631235,-0.27031234,0.01299266,-0.96268493,-0.04589123,-0.01958993,0.99962741,0.01899205,0.47763726,-0.00000000,0.00000000,0.00000000,1.00000000
27,track,1784531424,896917901,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000027.png,0.01628548,-0.04586767,0.47740257,0.69445741,-0.08881186,-0.10508341,0.70625693,88.87195587,1.17487335,-15.77384949,-0.03779864,-0.08687411,-0.05404216,0.96213961,0.02507968,-0.27139989,0.01628548,-0.27178383,0.01337264,-0.96226531,-0.04586767,-0.02050397,0.99959570,0.01968273,0.47740257,-0.00000000,0.00000000,0.00000000,1.00000000
28,track,1784531424,947064735,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000028.png,0.01652574,-0.04579662,0.47738254,0.69473606,-0.08691302,-0.10457388,0.70629472,88.87803650,1.29099154,-15.57808018,0.00168355,0.19796818,-0.11224950,0.96302068,0.02695677,-0.26807493,0.01652574,-0.26848310,0.01281196,-0.96319902,-0.04579662,-0.02253014,0.99955422,0.01957576,0.47738254,-0.00000000,0.00000000,0.00000000,1.00000000
29,track,1784531425,13700439,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000029.png,0.01624918,-0.04596107,0.47756085,0.69443512,-0.09097417,-0.10350239,0.70623714,88.91307831,0.87395543,-15.81769753,0.03868037,-0.24770476,0.41225952,0.96202171,0.01984320,-0.27225006,0.01624918,-0.27254567,0.01409407,-0.96203941,-0.04596107,-0.01525280,0.99970341,0.01896709,0.47756085,-0.00000000,0.00000000,0.00000000,1.00000000
30,track,1784531425,63964337,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000030.png,0.01648208,-0.04597015,0.47742724,0.69388652,-0.08900332,-0.10436296,0.70690048,88.78504181,1.08864021,-15.73055077,-0.12968715,0.09119277,-0.21299271,0.96237338,0.02403207,-0.27066511,0.01648208,-0.27106473,0.01525938,-0.96243989,-0.04597015,-0.01899921,0.99959433,0.02119957,0.47742724,-0.00000000,0.00000000,0.00000000,1.00000000
31,track,1784531425,130617413,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000031.png,0.01646450,-0.04602681,0.47760305,0.69408500,-0.08981044,-0.10424396,0.70662111,88.83319855,1.01903319,-15.78552055,0.04913089,-0.05641596,0.06842780,0.96213430,0.02264982,-0.27163222,0.01646450,-0.27199396,0.01475811,-0.96218544,-0.04602681,-0.01778454,0.99963409,0.02035999,0.47760305,-0.00000000,0.00000000,0.00000000,1.00000000
