frame_index,mode,stamp_sec,stamp_nanosec,frame_id,visualization_path,tx,ty,tz,qx,qy,qz,qw,rot_x_deg,rot_y_deg,rot_z_deg,delta_rot_x_deg,delta_rot_y_deg,delta_rot_z_deg,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
152,track,1784510367,617600820,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000152.png,0.03930821,0.00027413,0.51007998,0.01418337,0.07869300,-0.00117894,0.99679732,1.62986135,9.02787876,-0.00684931,0.15705347,-0.08790277,0.13928528,0.98761266,0.00458258,0.15684864,0.03930821,-0.00011806,0.99959415,-0.02846153,0.00027413,-0.15691511,0.02809024,0.98721164,0.51007998,-0.00000000,-0.00000000,-0.00000000,1.00000000
153,track,1784510367,667649168,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000153.png,0.03924433,0.00110260,0.51019889,0.01035774,0.07850004,0.00083321,0.99685997,1.20561588,9.00319386,0.19070107,-0.45524588,-0.01910743,0.19573908,0.98767471,-0.00003503,0.15652454,0.03924433,0.00328735,0.99978334,-0.02051971,0.00110260,-0.15648963,0.02078117,0.98746008,0.51019889,-0.00000000,-0.00000000,-0.00000000,1.00000000
154,track,1784510367,734219863,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000154.png,0.03966506,0.00148405,0.51012695,0.01028306,0.08054969,-0.00040507,0.99669749,1.18619430,9.24029446,0.04929072,0.00269133,0.23410086,-0.14453436,0.98702377,0.00246404,0.16055918,0.03966506,0.00084912,0.99978757,-0.02056354,0.00148405,-0.16057545,0.02043287,0.98681116,0.51012695,-0.00000000,-0.00000000,-0.00000000,1.00000000
155,track,1784510367,800889549,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000155.png,0.03981537,0.00143881,0.50985527,0.01053405,0.08115832,0.00008857,0.99664557,1.22004497,9.30964661,0.10952397,0.02416858,0.07053701,0.05799066,0.98682719,0.00153330,0.16177419,0.03981537,0.00188638,0.99977744,-0.02098314,0.00143881,-0.16177005,0.02101172,0.98660386,0.50985527,-0.00000000,-0.00000000,-0.00000000,1.00000000
156,track,1784510367,867632663,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000156.png,0.03953386,0.00137157,0.51022142,0.01228589,0.07993240,-0.00012048,0.99672455,1.42043257,9.16881180,0.10005004,0.20190635,-0.14103743,-0.00635290,0.98722214,0.00220424,0.15933836,0.03953386,0.00172389,0.99969745,-0.02451062,0.00137157,-0.15934390,0.02447194,0.98691881,0.51022142,-0.00000000,-0.00000000,-0.00000000,1.00000000
157,track,1784510367,934214128,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000157.png,0.03965977,0.00076210,0.51002735,0.01352970,0.08029351,-0.00155033,0.99667829,1.55116522,9.21242142,-0.05326658,0.15515777,0.03984388,-0.15237512,0.98710161,0.00526304,0.16001177,0.03965977,-0.00091769,0.99962842,-0.02721854,0.00076210,-0.16009527,0.02672045,0.98673886,0.51002735,-0.00000000,-0.00000000,-0.00000000,1.00000000
158,track,1784510367,984224275,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000158.png,0.03941219,0.00076207,0.51076269,0.01163307,0.07879019,-0.00044823,0.99682325,1.34154344,9.03802299,0.05450733,-0.22689027,-0.17147458,0.11111731,0.98758429,0.00272674,0.15706949,0.03941219,0.00093952,0.99972832,-0.02326295,0.00076207,-0.15708995,0.02312151,0.98731256,0.51076269,-0.00000000,-0.00000000,-0.00000000,1.00000000
159,track,1784510368,51038714,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000159.png,0.03963631,0.00079111,0.51066774,0.01318490,0.08009161,-0.00295385,0.99669594,1.49817657,9.19131279,-0.21917388,0.19962589,0.14698912,-0.27368510,0.98715371,0.00800015,0.15957622,0.03963631,-0.00377618,0.99963427,-0.02675591,0.00079111,-0.15973160,0.02580942,0.98682201,0.51066774,-0.00000000,-0.00000000,-0.00000000,1.00000000
160,track,1784510368,117617643,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000160.png,0.03949112,0.00011715,0.51037854,0.01199948,0.07901988,-0.00025645,0.99680078,1.38575184,9.06413746,0.08036606,-0.16026509,-0.11931228,0.29902056,0.98751217,0.00240764,0.15752818,0.03949112,0.00138514,0.99971128,-0.02396280,0.00011715,-0.15754007,0.02388156,0.98722267,0.51037854,-0.00000000,-0.00000000,-0.00000000,1.00000000
161,track,1784510368,234213244,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000161.png,0.03962836,0.00120893,0.51085210,0.00718891,0.07936803,0.00010016,0.99681950,0.83259273,9.10413933,0.07780351,-0.55276686,0.03989083,-0.00349644,0.98740202,0.00094145,0.15823279,0.03962836,0.00134082,0.99989599,-0.01431627,0.00120893,-0.15822949,0.01434790,0.98729694,0.51085210,-0.00000000,-0.00000000,-0.00000000,1.00000000
162,track,1784510368,284213333,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000162.png,0.03976663,0.00097756,0.51118851,0.00747819,0.08102603,-0.00048761,0.99668384,0.86090165,9.29522705,0.01392564,0.03840214,0.19011676,-0.06580874,0.98686963,0.00218384,0.16150752,0.03976663,0.00023986,0.99988705,-0.01498588,0.00097756,-0.16152169,0.01482769,0.98675650,0.51118851,-0.00000000,-0.00000000,-0.00000000,1.00000000
163,track,1784510368,350881381,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000163.png,0.04000824,0.00088323,0.51135659,0.00738739,0.08349288,0.00112671,0.99648035,0.86643863,9.57747078,0.20215458,-0.02488163,0.28501019,0.18134525,0.98605585,-0.00101190,0.16641481,0.04000824,0.00347908,0.99988765,-0.01453471,0.00088323,-0.16638111,0.01491084,0.98594755,0.51135659,-0.00000000,-0.00000000,-0.00000000,1.00000000
164,track,1784510368,417558011,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000164.png,0.04013745,0.00129357,0.51111078,0.00523810,0.08335580,0.00283255,0.99650210,0.63401389,9.56105042,0.37874806,-0.26181245,-0.01377989,0.17436869,0.98608816,-0.00477203,0.16615829,0.04013745,0.00651853,0.99992853,-0.00996741,0.00129357,-0.16609852,0.01091168,0.98604757,0.51111078,-0.00000000,-0.00000000,-0.00000000,1.00000000
165,track,1784510368,434210368,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000165.png,0.03934291,0.00148403,0.51132375,0.00446668,0.08077776,0.00152392,0.99672097,0.53120488,9.26563263,0.21824840,-0.07616562,-0.29715610,-0.15512854,0.98694587,-0.00231623,0.16103955,0.03934291,0.00375945,0.99995494,-0.00865796,0.00148403,-0.16101193,0.00915017,0.98690891,0.51132375,-0.00000000,-0.00000000,-0.00000000,1.00000000
166,track,1784510368,484213938,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000166.png,0.04008001,0.00212345,0.51146251,0.00189321,0.08077016,0.00117372,0.99673027,0.23009768,9.26537323,0.15358512,-0.29070634,-0.00088365,-0.06381433,0.98695022,-0.00203394,0.16101675,0.04008001,0.00264559,0.99998957,-0.00358453,0.00212345,-0.16100746,0.00396355,0.98694408,0.51146251,-0.00000000,-0.00000000,-0.00000000,1.00000000
167,track,1784510368,617604945,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000167.png,0.03840053,0.00083880,0.51098442,0.00676720,0.07375465,-0.00291304,0.99724919,0.75696754,8.46137524,-0.27873284,0.59645528,-0.80548686,-0.42442223,0.98910409,0.00680825,0.14706428,0.03840053,-0.00481184,0.99989092,-0.01392695,0.00083880,-0.14714272,0.01306738,0.98902780,0.51098442,-0.00000000,-0.00000000,-0.00000000,1.00000000
168,track,1784510368,667644675,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000168.png,0.03844058,0.00110349,0.51081115,0.00662244,0.07494798,-0.00008495,0.99716544,0.76460278,8.59632206,0.04770497,-0.04039833,0.13929656,0.32095760,0.98876619,0.00116208,0.14947012,0.03844058,0.00082326,0.99991167,-0.01322014,0.00110349,-0.14947195,0.01319451,0.98867679,0.51081115,-0.00000000,-0.00000000,-0.00000000,1.00000000
169,track,1784510368,734215845,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000169.png,0.03894857,0.00098704,0.51098472,0.00632686,0.07526004,-0.00066010,0.99714369,0.72547537,8.63261604,-0.02110269,-0.02885202,0.03535046,-0.06850663,0.98867160,0.00226872,0.15008192,0.03894857,-0.00036414,0.99991840,-0.01271699,0.00098704,-0.15009825,0.01251814,0.98859066,0.51098472,-0.00000000,-0.00000000,-0.00000000,1.00000000
170,track,1784510368,750876657,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000170.png,0.03875662,0.00064804,0.51101094,0.00647554,0.07464062,-0.00013150,0.99718946,0.74717444,8.56104660,0.04081382,0.01239704,-0.07081961,0.06212571,0.98885804,0.00122890,0.14886013,0.03875662,0.00070440,0.99991542,-0.01293438,0.00064804,-0.14886315,0.01289497,0.98877251,0.51101094,-0.00000000,-0.00000000,-0.00000000,1.00000000
171,track,1784510368,784206574,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000171.png,0.03815464,0.00091304,0.51147223,0.00618357,0.07065458,0.00072501,0.99748147,0.71987140,8.10247326,0.13427378,-0.04124866,-0.45735133,0.09849978,0.99001533,-0.00057262,0.14096238,0.03815464,0.00232012,0.99992174,-0.01223361,0.00091304,-0.14094403,0.01243836,0.98993826,0.51147223,-0.00000000,-0.00000000,-0.00000000,1.00000000
172,track,1784510368,900885007,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000172.png,0.03877498,0.00037050,0.51071000,0.01112993,0.07537368,0.00099328,0.99709272,1.29508102,8.64353943,0.21202749,0.56420922,0.54196012,0.07006574,0.98863614,-0.00030302,0.15033133,0.03877498,0.00365854,0.99974954,-0.02204548,0.00037050,-0.15028673,0.02234478,0.98838872,0.51071000,-0.00000000,-0.00000000,-0.00000000,1.00000000
173,track,1784510368,917565623,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000173.png,0.03833767,0.00036099,0.51143014,0.00854296,0.07437260,-0.00092086,0.99719352,0.97923249,8.53092384,-0.03278481,-0.27905801,-0.11801625,-0.23950267,0.98893625,0.00310721,0.14831214,0.03833767,-0.00056587,0.99985158,-0.01717502,0.00036099,-0.14834327,0.01690089,0.98879033,0.51143014,-0.00000000,-0.00000000,-0.00000000,1.00000000
174,track,1784510368,967544378,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000174.png,0.03891945,0.00029191,0.51111054,0.00745747,0.07695862,0.00005687,0.99700642,0.86275357,8.82722187,0.07312629,-0.13221300,0.29802355,0.09957353,0.98815531,0.00103437,0.15345743,0.03891945,0.00126118,0.99988806,-0.01486162,0.00029191,-0.15345542,0.01487896,0.98804235,0.51111054,-0.00000000,-0.00000000,-0.00000000,1.00000000
175,track,1784510369,34223342,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000175.png,0.03782278,0.00089175,0.51136458,0.00657283,0.07276432,-0.00070323,0.99732727,0.75330973,8.34588718,-0.02583981,-0.09429602,-0.48277497,-0.09066837,0.98941022,0.00235918,0.14513054,0.03782278,-0.00044621,0.99991190,-0.01321295,0.00089175,-0.14514871,0.01300811,0.98932314,0.51136458,-0.00000000,-0.00000000,-0.00000000,1.00000000
176,track,1784510369,84235042,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000176.png,0.03870947,0.00063532,0.51125699,0.00660687,0.07647900,0.00059788,0.99704915,0.76911169,8.77174473,0.12770167,-0.00651348,0.42781255,0.14613210,0.98830163,-0.00018170,0.15251462,0.03870947,0.00220274,0.99991131,-0.01308338,0.00063532,-0.15249853,0.01326611,0.98821342,0.51125699,-0.00000000,-0.00000000,-0.00000000,1.00000000
177,track,1784510369,150877451,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000177.png,0.03813852,0.00057633,0.51132578,0.00802518,0.07400019,0.00010307,0.99722594,0.92814046,8.48716927,0.08071109,0.16617489,-0.28520155,-0.04265737,0.98904824,0.00098211,0.14759159,0.03813852,0.00139325,0.99987054,-0.01599065,0.00057633,-0.14758797,0.01602099,0.98891795,0.51132578,-0.00000000,-0.00000000,-0.00000000,1.00000000
178,track,1784510369,200878863,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000178.png,0.03835278,0.00065274,0.51121157,0.00593543,0.07403734,0.00112757,0.99723721,0.69547272,8.49087715,0.18119244,-0.24750717,0.00529937,0.09930191,0.98903471,-0.00137008,0.14767906,0.03835278,0.00312774,0.99992633,-0.01167118,0.00065274,-0.14765197,0.01200494,0.98896527,0.51121157,-0.00000000,-0.00000000,-0.00000000,1.00000000
179,track,1784510369,267644588,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000179.png,0.03890876,0.00027374,0.51084888,0.01017483,0.07592240,0.00100048,0.99706131,1.18496239,8.70678997,0.20519383,0.48593023,0.21615368,0.02109679,0.98846990,-0.00045015,0.15141903,0.03890876,0.00354003,0.99979043,-0.02013800,0.00027374,-0.15137799,0.02044168,0.98826337,0.51084888,-0.00000000,-0.00000000,-0.00000000,1.00000000
180,track,1784510369,334225536,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000180.png,0.03878787,0.00026550,0.51134890,0.01027934,0.07509811,0.00024978,0.99712312,1.19018888,8.61294651,0.11833167,0.01836452,-0.09562007,-0.08392885,0.98872083,0.00104573,0.14976937,0.03878787,0.00204199,0.99978817,-0.02046209,0.00026550,-0.14975880,0.02053695,0.98850811,0.51134890,-0.00000000,-0.00000000,-0.00000000,1.00000000
181,track,1784510369,400879438,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000181.png,0.03905462,0.00167547,0.51164615,0.00493474,0.07471950,-0.00006601,0.99719238,0.56969237,8.57012749,0.03509786,-0.60804188,-0.04453963,-0.08140297,0.98883444,0.00086902,0.14901887,0.03905462,0.00060573,0.99995089,-0.00985172,0.00167547,-0.14901987,0.00983181,0.98878413,0.51164615,-0.00000000,-0.00000000,-0.00000000,1.00000000
182,track,1784510369,450921788,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000182.png,0.03911747,0.00090936,0.51160902,0.00853193,0.07502647,-0.00000535,0.99714506,0.98599333,8.60515976,0.07356534,0.41055700,0.03537950,0.03767746,0.98874247,0.00129084,0.14962459,0.03911747,0.00126950,0.99985403,-0.01701604,0.00090936,-0.14962444,0.01701425,0.98859537,0.51160902,-0.00000000,-0.00000000,-0.00000000,1.00000000
183,track,1784510369,517579098,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000183.png,0.03895258,0.00112209,0.51144779,0.00469893,0.07615136,-0.00166197,0.99708378,0.52851826,8.73553848,-0.15063895,-0.42393517,0.12657879,-0.22382258,0.98839688,0.00402984,0.15184307,0.03895258,-0.00259865,0.99994993,-0.00962366,0.00112209,-0.15187398,0.00911724,0.98835665,0.51144779,-0.00000000,-0.00000000,-0.00000000,1.00000000
184,track,1784510369,584237367,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000184.png,0.03886669,0.00112087,0.51171714,0.00442895,0.07648687,-0.00061475,0.99706060,0.50657082,8.77352619,-0.03179420,-0.04000677,0.03905670,0.11709221,0.98829919,0.00190334,0.15251875,0.03886669,-0.00054842,0.99995959,-0.00892599,0.00112087,-0.15252928,0.00873775,0.98825902,0.51171714,-0.00000000,-0.00000000,-0.00000000,1.00000000
185,track,1784510369,634215882,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000185.png,0.03874351,0.00051950,0.51131892,0.00611745,0.07788756,-0.00189714,0.99694163,0.69032276,8.93544865,-0.16412742,0.20392601,0.16074689,-0.13215952,0.98786026,0.00473555,0.15527563,0.03874351,-0.00282980,0.99991757,-0.01249309,0.00051950,-0.15532166,0.01190188,0.98779088,0.51131892,-0.00000000,-0.00000000,-0.00000000,1.00000000
186,track,1784510369,700895855,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000186.png,0.03916425,0.00064283,0.51096833,0.00698333,0.07769188,-0.00155433,0.99695176,0.79355717,8.91282368,-0.11681280,0.09587561,-0.02209479,0.04700536,0.98792350,0.00418421,0.15488853,0.03916425,-0.00201415,0.99989730,-0.01416568,0.00064283,-0.15493156,0.01368249,0.98782909,0.51096833,-0.00000000,-0.00000000,-0.00000000,1.00000000
187,track,1784510369,784211649,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000187.png,0.03878371,0.00122475,0.51015300,0.00508055,0.07773601,-0.00177241,0.99695945,0.57154429,8.91778183,-0.15915683,-0.21546215,0.00434400,-0.04190310,0.98790842,0.00432387,0.15498143,0.03878371,-0.00274423,0.99994183,-0.01040584,0.00122475,-0.15501706,0.00985457,0.98786128,0.51015300,-0.00000000,-0.00000000,-0.00000000,1.00000000
188,track,1784510369,900890156,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000188.png,0.03855951,-0.00057615,0.50693601,0.01987802,0.07451400,-0.00148113,0.99702072,2.28439474,8.54827023,0.00051479,1.68807852,-0.36792147,0.16157253,0.98889136,0.00591574,0.14852528,0.03855951,0.00000889,0.99920499,-0.03985837,-0.00057615,-0.14864264,0.03941679,0.98810363,0.50693601,-0.00000000,-0.00000000,-0.00000000,1.00000000
189,track,1784510369,950884885,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000189.png,0.03862981,-0.00181465,0.50586772,0.02301884,0.07266935,-0.00240743,0.99708754,2.63885570,8.33878040,-0.08427776,0.36704168,-0.21269757,-0.07548688,0.98942715,0.00814629,0.14480469,0.03862981,-0.00145537,0.99892819,-0.04625351,-0.00181465,-0.14502598,0.04555362,0.98837709,0.50586772,-0.00000000,-0.00000000,-0.00000000,1.00000000
190,track,1784510370,17567501,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000190.png,0.03718179,-0.00320139,0.50393325,0.03224887,0.06940781,-0.00500050,0.99705446,3.68291664,7.97430420,-0.31791389,1.07790005,-0.37471172,-0.21436501,0.99031544,0.01444809,0.13808435,0.03718179,-0.00549496,0.99786961,-0.06500191,-0.00320139,-0.13872901,0.06361353,0.98828357,0.50393325,-0.00000000,-0.00000000,-0.00000000,1.00000000
191,track,1784510370,34215858,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000191.png,0.03726401,-0.00430187,0.50241119,0.04065778,0.07024416,-0.00474090,0.99668962,4.65666199,8.07148552,-0.21634759,0.95964563,0.10341590,0.09410179,0.99008679,0.01516227,0.13963789,0.03726401,-0.00373856,0.99664849,-0.08171243,-0.00430187,-0.14040853,0.08038027,0.98682386,0.50241119,-0.00000000,-0.00000000,-0.00000000,1.00000000
192,track,1784510370,84239514,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000192.png,0.03578267,-0.00740637,0.49882284,0.06061681,0.06346568,-0.00435115,0.99613190,6.96097851,7.29439688,-0.05629398,2.28143573,-0.76163608,0.22132866,0.99190658,0.01636271,0.12591302,0.03578267,-0.00097456,0.99261296,-0.12131695,-0.00740637,-0.12696764,0.12021230,0.98459381,0.49882284,-0.00000000,-0.00000000,-0.00000000,1.00000000
193,track,1784510370,150881342,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000193.png,0.03569342,-0.01085412,0.49545074,0.08684731,0.06402688,-0.00357811,0.99415559,10.00000286,7.34979439,0.23146543,3.00255442,0.08963045,0.27655774,0.99177569,0.01823540,0.12668401,0.03569342,0.00400663,0.98488909,-0.17313759,-0.01085412,-0.12792660,0.17222118,0.97671461,0.49545074,-0.00000000,-0.00000000,-0.00000000,1.00000000
194,track,1784510370,217556842,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000194.png,0.03537499,-0.01187866,0.49197915,0.09585800,0.06082428,-0.00744878,0.99350703,11.01107597,7.02407932,-0.18126631,1.06388092,-0.39174968,-0.34689981,0.99249011,0.02646169,0.11943080,0.03537499,-0.00313995,0.98151112,-0.19137724,-0.01187866,-0.12228648,0.18956496,0.97422171,0.49197915,-0.00000000,-0.00000000,-0.00000000,1.00000000
195,track,1784510370,317564881,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000195.png,0.03542534,-0.01538265,0.49230427,0.12237892,0.05349645,-0.00510883,0.99102747,14.08850098,6.15871906,0.17101742,3.03349543,-0.78243023,0.50909644,0.99422425,0.02321953,0.10478264,0.03542534,0.00296759,0.96999425,-0.24310823,-0.01538265,-0.10728307,0.24201508,0.96432143,0.49230427,-0.00000000,-0.00000000,-0.00000000,1.00000000
196,track,1784510370,367543738,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000196.png,0.03821411,-0.02520629,0.49798739,0.18999811,0.06056061,-0.00942979,0.97986948,21.96321106,7.02289915,0.26167223,7.86336565,0.86005783,-0.12310717,0.99248719,0.04149259,0.11509985,0.03821411,0.00453276,0.92762327,-0.37348858,-0.02520629,-0.12226604,0.37120453,0.92046463,0.49798739,-0.00000000,-0.00000000,-0.00000000,1.00000000
197,track,1784510370,417568763,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000197.png,0.04311981,-0.03017649,0.50803292,0.23430718,0.08730005,-0.00763295,0.96820486,27.34049606,9.94049740,1.52010012,5.19320202,3.17136502,0.05820037,0.98464102,0.05569043,0.16547179,0.04311981,0.02612940,0.89008343,-0.45504704,-0.03017649,-0.17262535,0.45238191,0.87495607,0.50803292,-0.00000000,-0.00000000,-0.00000000,1.00000000
198,track,1784510370,434212000,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000198.png,0.04122172,-0.03157106,0.50666356,0.25892478,0.07110442,-0.00931093,0.96323180,30.16977882,8.15210342,1.09308887,2.88948250,-1.78257048,0.44584605,0.98971510,0.05475840,0.13215849,0.04122172,0.01888408,0.86574215,-0.50013280,-0.03157106,-0.14180149,0.49748495,0.85580271,0.50666356,-0.00000000,-0.00000000,-0.00000000,1.00000000
199,track,1784510370,467650250,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000199.png,0.04067101,-0.03352112,0.50620860,0.27308375,0.06387208,-0.00699364,0.95984209,31.84178543,7.26355362,1.23956037,1.64887297,-0.69516277,0.57217753,0.99174309,0.04831027,0.11879463,0.04067101,0.02145912,0.85075241,-0.52512741,-0.03352112,-0.12643366,0.52334100,0.84268975,0.50620860,-0.00000000,-0.00000000,-0.00000000,1.00000000
200,track,1784510370,517562599,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000200.png,0.03901315,-0.03460374,0.50325203,0.28375521,0.04763693,-0.00890294,0.95767140,33.03657913,5.52576160,0.57461387,1.26320314,-1.82514369,0.35435280,0.99530315,0.04408648,0.08618871,0.03901315,0.00998213,0.83880711,-0.54433626,-0.03460374,-0.09629331,0.54264021,0.83442593,0.50325203,-0.00000000,-0.00000000,-0.00000000,1.00000000
201,track,1784510370,550883369,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000201.png,0.03812004,-0.03510470,0.50235033,0.28848499,0.04592083,-0.00683786,0.95635819,33.60737228,5.26593113,0.77195740,0.55192286,-0.11069647,0.30636814,0.99568927,0.03957369,0.08388847,0.03812004,0.01341593,0.83345896,-0.55241758,-0.03510470,-0.09177852,0.55116194,0.82933384,0.50235033,-0.00000000,-0.00000000,-0.00000000,1.00000000
202,track,1784510370,617676530,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000202.png,0.03719575,-0.03597581,0.50035441,0.29683718,0.04108278,-0.00879343,0.95400345,34.58532715,4.79589128,0.43765688,1.00733483,-0.57582468,-0.01733888,0.99647009,0.04116759,0.07316599,0.03719575,0.00761174,0.82362044,-0.56708944,-0.03597581,-0.08360641,0.56564480,0.82039833,0.50035441,-0.00000000,-0.00000000,-0.00000000,1.00000000
203,track,1784510370,717564875,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000203.png,0.03434922,-0.03773636,0.49548355,0.32497767,0.02401118,-0.00330754,0.94541109,37.95281982,2.72546291,0.53644991,3.34291458,-1.64841533,1.25684047,0.99882531,0.02186001,0.04325135,0.03434922,0.00935209,0.78875691,-0.61463326,-0.03773636,-0.04755037,0.61431599,0.78762460,0.49548355,-0.00000000,-0.00000000,-0.00000000,1.00000000
204,track,1784510370,767590687,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000204.png,0.03237349,-0.03858485,0.49378169,0.36785343,0.02207799,-0.00915528,0.92957658,43.17852783,2.73873353,-0.04464418,5.25479174,-0.34642640,-0.46593821,0.99885768,0.03326383,0.03431099,0.03237349,-0.00077830,0.72919977,-0.68429953,-0.03858485,-0.04778172,0.68349147,0.72839135,0.49378169,-0.00000000,-0.00000000,-0.00000000,1.00000000
205,track,1784510370,817565803,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000205.png,0.02958090,-0.04088335,0.48675415,0.43478510,0.01495760,-0.00588416,0.90039080,51.55266953,1.83674741,0.13817687,8.36333752,-0.53271919,0.75046688,0.99948347,0.02360258,0.02181890,0.02958090,0.00241040,0.62185419,-0.78312844,-0.04088335,-0.03205180,0.78277695,0.62147486,0.48675415,-0.00000000,-0.00000000,-0.00000000,1.00000000
206,track,1784510370,834221141,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000206.png,0.02754312,-0.04130637,0.47956279,0.43818280,0.00363892,-0.00043078,0.89887846,51.97689819,0.39644122,0.13833818,0.41538051,-0.89542341,1.12820387,0.99997330,0.00396327,0.00616463,0.02754312,0.00241440,0.61599106,-0.78774858,-0.04130637,-0.00691915,0.78774291,0.61596388,0.47956279,-0.00000000,-0.00000000,-0.00000000,1.00000000
